-1.35001	-0.983786	-0.467934	-0.250718	-0.148466	-0.0938459	-0.0612291	-0.0399168	-0.0250514	-0.0142697	-0.00634838	-0.000610997	0.00334838	0.00580001	0.00694673	0.00695941	0.00599505	0.00420562	0.00174145	-0.00124849	-0.00461811	-0.00822673	-0.0119419	-0.0156423	-0.0192204	-0.0225839	-0.0256577	-0.0283836	-0.0307202	-0.0326422	-0.034138	-0.0352084	-0.0358635	-0.0361207	-0.0360018	-0.0355307	-0.0347307	-0.0336224	-0.0322213	-0.0305361	-0.0285662	-0.0263021	-0.0237265	-0.020812	-0.017519	-0.0137939	-0.00956826	-0.0047591	0.000731511	0.00701636	0.0142233	0.0224958	0.0319938	0.0428962	0.0554035	0.0697437	0.0861811	0.10503	0.126675	0.151608	0.180484	0.214224	0.254195	0.302577	0.363143	0.443042	0.557128	0.738489	1.06287	1.70199	2.12997	
-1.06137	-0.819699	-0.45712	-0.272707	-0.173144	-0.114961	-0.0782942	-0.0536388	-0.0362235	-0.0235359	-0.0141878	-0.00736963	-0.00257686	0.000531393	0.00220836	0.00266079	0.00207141	0.000610555	-0.0015584	-0.00427734	-0.00739397	-0.0107636	-0.0142513	-0.0177348	-0.021106	-0.0242732	-0.0271616	-0.0297138	-0.0318894	-0.0336632	-0.0350243	-0.0359732	-0.0365199	-0.0366813	-0.0364782	-0.0359333	-0.0350688	-0.0339035	-0.0324516	-0.0307199	-0.0287062	-0.0263975	-0.0237744	-0.0208092	-0.0174605	-0.0136724	-0.00937433	-0.00448112	0.00110725	0.00750569	0.0148443	0.023269	0.0329429	0.0440482	0.0567906	0.0714048	0.0881642	0.107396	0.129506	0.155013	0.184615	0.219292	0.260494	0.310496	0.373097	0.455086	0.569385	0.74158	1.02119	1.49057	1.78517	
-0.621977	-0.547417	-0.40367	-0.285017	-0.201676	-0.144467	-0.104645	-0.0761993	-0.0553852	-0.0399021	-0.0283221	-0.0197342	-0.0135314	-0.00928645	-0.00667799	-0.00544678	-0.00537026	-0.00624806	-0.00789436	-0.0101346	-0.0128045	-0.0157514	-0.018835	-0.0219301	-0.0249274	-0.0277351	-0.0302797	-0.0325051	-0.0343725	-0.0358585	-0.0369534	-0.0376588	-0.037985	-0.0379485	-0.0375698	-0.0368703	-0.0358702	-0.0345867	-0.0330312	-0.031208	-0.0291125	-0.0267278	-0.0240272	-0.0209806	-0.017547	-0.0136663	-0.00926371	-0.00424994	0.00147905	0.00804209	0.0155733	0.0242226	0.0341577	0.0455662	0.0586598	0.0736815	0.0909153	0.110703	0.133469	0.159757	0.190296	0.226095	0.268604	0.319993	0.383595	0.464634	0.571195	0.714608	0.904663	1.12111	1.23002	
-0.392017	-0.373548	-0.321638	-0.256548	-0.198887	-0.152707	-0.11699	-0.089471	-0.0682596	-0.0518879	-0.0393008	-0.0297451	-0.0226708	-0.0176635	-0.0143955	-0.0125937	-0.01202	-0.0124587	-0.0137104	-0.0155889	-0.0179204	-0.0205447	-0.0233159	-0.026105	-0.0288007	-0.0313105	-0.0335612	-0.0354985	-0.0370856	-0.0383016	-0.0391393	-0.0396026	-0.0397039	-0.0394615	-0.0388967	-0.0380317	-0.0368867	-0.0354786	-0.0338181	-0.0319084	-0.0297434	-0.0273062	-0.0245632	-0.0214777	-0.0180105	-0.0141015	-0.00967218	-0.00462932	0.00113447	0.00774115	0.0153276	0.0240461	0.0340659	0.0455752	0.0587854	0.073937	0.0913093	0.111234	0.134118	0.160471	0.190958	0.226461	0.268175	0.317734	0.377344	0.449811	0.538098	0.643236	0.75808	0.853706	0.891172	
-0.268733	-0.267764	-0.2522	-0.218957	-0.182166	-0.148249	-0.119233	-0.0951649	-0.0755696	-0.059783	-0.0472405	-0.0374617	-0.0300437	-0.024652	-0.0210004	-0.0188356	-0.0179263	-0.0180572	-0.0190254	-0.0206394	-0.0227198	-0.0251008	-0.0276318	-0.0301801	-0.032632	-0.0348939	-0.036893	-0.0385763	-0.0399092	-0.040874	-0.0414666	-0.0416943	-0.0415728	-0.0411231	-0.040369	-0.0393346	-0.0380416	-0.0365078	-0.0347447	-0.0327557	-0.0305346	-0.0280642	-0.0253117	-0.0222301	-0.018777	-0.0148985	-0.0105125	-0.00552299	0.000179933	0.00672041	0.0142366	0.0228811	0.0328216	0.0442427	0.0573488	0.0723687	0.0895629	0.109233	0.131739	0.157514	0.187093	0.22114	0.260473	0.306052	0.35889	0.419716	0.488106	0.560463	0.626835	0.667971	0.679169	
-0.198477	-0.202352	-0.200532	-0.184349	-0.16184	-0.13808	-0.11569	-0.0957969	-0.0787418	-0.0644166	-0.0526295	-0.0431882	-0.0358518	-0.0303956	-0.0266013	-0.0242561	-0.0231523	-0.023087	-0.0238628	-0.0252895	-0.027186	-0.0293836	-0.0317285	-0.0340849	-0.0363367	-0.0383895	-0.0401705	-0.041628	-0.04273	-0.0434617	-0.043823	-0.0438251	-0.0434874	-0.0428346	-0.0418937	-0.0406915	-0.0392525	-0.0375961	-0.0357356	-0.0336758	-0.0314113	-0.0289256	-0.0261892	-0.0231475	-0.0197525	-0.015955	-0.0116722	-0.00680645	-0.00124615	0.00513375	0.0124713	0.0209174	0.0306356	0.0418029	0.0546115	0.0692711	0.0860131	0.105096	0.126812	0.151495	0.179522	0.211311	0.247288	0.287801	0.332926	0.382057	0.433197	0.481769	0.519872	0.536522	0.537936	
-0.155808	-0.160494	-0.163511	-0.156098	-0.142543	-0.126255	-0.10949	-0.0935706	-0.0792211	-0.0667065	-0.0560826	-0.0473349	-0.0403695	-0.035083	-0.031331	-0.0289501	-0.0277647	-0.0275922	-0.028247	-0.029545	-0.0313075	-0.0333652	-0.0355628	-0.0377623	-0.0398459	-0.0417182	-0.0433065	-0.0445607	-0.0454511	-0.0459665	-0.0461105	-0.0458986	-0.0453543	-0.0445062	-0.0433852	-0.0420212	-0.0404416	-0.0386685	-0.0367175	-0.0345954	-0.0322987	-0.0298125	-0.0271086	-0.0241358	-0.0208373	-0.0171601	-0.013028	-0.00834205	-0.00298996	0.00315331	0.0102245	0.0183709	0.0277498	0.0385281	0.0508816	0.0649964	0.0810688	0.0993067	0.119929	0.14316	0.169222	0.198302	0.230495	0.265688	0.303361	0.342271	0.380004	0.412569	0.434641	0.440161	0.437992	
-0.128442	-0.132727	-0.13709	-0.134098	-0.125979	-0.114872	-0.102471	-0.0899672	-0.0781413	-0.0674513	-0.058138	-0.0502789	-0.0438687	-0.0389014	-0.0353199	-0.0330086	-0.031826	-0.0316133	-0.0322007	-0.0334134	-0.0350778	-0.0370264	-0.0391038	-0.0411708	-0.0431084	-0.0448206	-0.046235	-0.0473031	-0.0479978	-0.0483114	-0.0482514	-0.0478377	-0.0470979	-0.0460649	-0.0447729	-0.0432555	-0.0415429	-0.0396604	-0.037626	-0.0354492	-0.033129	-0.0306524	-0.027993	-0.0251075	-0.0219307	-0.0184028	-0.0144561	-0.00999101	-0.00489541	0.000954721	0.00769365	0.0154641	0.0244156	0.0347027	0.0464833	0.0599171	0.0751636	0.0923787	0.111708	0.133278	0.157168	0.18338	0.211763	0.241912	0.273009	0.303627	0.331493	0.353572	0.366477	0.36682	0.363438	
-0.110087	-0.113681	-0.118044	-0.117234	-0.112379	-0.104779	-0.0956243	-0.0858778	-0.0762576	-0.0672628	-0.0592208	-0.0523091	-0.0465609	-0.0420071	-0.0386779	-0.0365083	-0.035389	-0.0351852	-0.0357444	-0.0369036	-0.0384958	-0.0403573	-0.0423333	-0.0442846	-0.0460916	-0.047658	-0.0489122	-0.0498071	-0.0503187	-0.0504428	-0.0501911	-0.0495876	-0.0486642	-0.0474574	-0.046005	-0.0443437	-0.0425067	-0.040522	-0.0384105	-0.0361845	-0.0338459	-0.0313846	-0.028777	-0.0259846	-0.0229402	-0.0195806	-0.0158406	-0.0116221	-0.00681392	-0.00129393	0.00506892	0.0124119	0.020876	0.0306026	0.0417309	0.0543944	0.0687165	0.0848041	0.102738	0.122556	0.14423	0.167622	0.192423	0.218073	0.243673	0.267809	0.288561	0.303763	0.311264	0.309131	0.305434	
-0.0972985	-0.100203	-0.104085	-0.104303	-0.101403	-0.0961571	-0.0893747	-0.0817912	-0.0740167	-0.066524	-0.0596581	-0.0536534	-0.0485939	-0.0445153	-0.0414884	-0.0395089	-0.0384955	-0.0383365	-0.038897	-0.0400265	-0.0415661	-0.0433565	-0.0452451	-0.047093	-0.0487806	-0.0502116	-0.0513154	-0.0520472	-0.0523858	-0.0523309	-0.0518985	-0.0511165	-0.050021	-0.0486517	-0.0470497	-0.0452541	-0.0433009	-0.0412204	-0.0390361	-0.0367633	-0.0344069	-0.0319605	-0.0294039	-0.0267023	-0.0237908	-0.0206047	-0.017079	-0.0131174	-0.0086109	-0.00343967	0.00252364	0.0094105	0.0173528	0.0264792	0.0369104	0.0487551	0.0621036	0.0770194	0.0935281	0.111599	0.131122	0.151865	0.173438	0.195248	0.216366	0.235484	0.251101	0.261703	0.265893	0.262546	0.258867	
